,NomeParlamentar,Partido,TipoDespesa,txtDescricaoEspecificacao,ValorLiquido,Trecho,datEmissao
447950,Bia Cavassa,PSDB,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"222,52",,14-02-2020
447951,Bia Cavassa,PSDB,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"212,47",,19-03-2020
447952,Bia Cavassa,PSDB,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"231,16",,14-01-2020
447953,Bia Cavassa,PSDB,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"240,7",,20-11-2020
447954,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"2000,0",,14-02-2020
447955,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,22-01-2020
447956,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,17-02-2020
447957,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,17-03-2020
447958,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,22-04-2020
447959,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,21-05-2020
447960,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,22-06-2020
447961,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,23-07-2020
447962,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"11100,0",,24-08-2020
447963,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"10000,0",,09-11-2020
447964,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"10000,0",,23-11-2020
447965,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"10000,0",,14-12-2020
447966,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"10000,0",,22-09-2020
447967,Bia Cavassa,PSDB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,"700,0",,05-10-2020
447968,Bia Cavassa,PSDB,PASSAGEM AÉREA - REEMBOLSO,,"1464,06",,16-03-2020
447969,Bia Cavassa,PSDB,TELEFONIA,,"102,87",,06-03-2020
447970,Bia Cavassa,PSDB,TELEFONIA,,"107,94",,27-03-2020
447971,Bia Cavassa,PSDB,TELEFONIA,,"110,02",,04-04-2020
447972,Bia Cavassa,PSDB,TELEFONIA,,"232,84",,04-07-2020
447973,Bia Cavassa,PSDB,TELEFONIA,,"232,86",,04-08-2020
447974,Bia Cavassa,PSDB,TELEFONIA,,"232,86",,04-09-2020
447975,Bia Cavassa,PSDB,TELEFONIA,,"232,86",,04-11-2020
447976,Bia Cavassa,PSDB,TELEFONIA,,"232,84",,04-05-2020
447977,Bia Cavassa,PSDB,TELEFONIA,,"232,84",,04-06-2020
447978,Bia Cavassa,PSDB,TELEFONIA,,"232,86",,04-12-2020
447979,Bia Cavassa,PSDB,TELEFONIA,,"232,86",,04-01-2021
447980,Bia Cavassa,PSDB,TELEFONIA,,"164,86",,25-01-2020
447981,Bia Cavassa,PSDB,TELEFONIA,,"164,86",,25-03-2020
447982,Bia Cavassa,PSDB,TELEFONIA,,"164,86",,25-04-2020
447983,Bia Cavassa,PSDB,TELEFONIA,,"164,86",,25-05-2020
447984,Bia Cavassa,PSDB,TELEFONIA,,"164,86",,25-06-2020
447985,Bia Cavassa,PSDB,TELEFONIA,,"172,53",,25-07-2020
447986,Bia Cavassa,PSDB,TELEFONIA,,"176,41",,25-08-2020
447987,Bia Cavassa,PSDB,TELEFONIA,,"176,41",,25-09-2020
447988,Bia Cavassa,PSDB,TELEFONIA,,"176,41",,25-10-2020
447989,Bia Cavassa,PSDB,TELEFONIA,,"176,41",,25-11-2020
447990,Bia Cavassa,PSDB,TELEFONIA,,"176,41",,25-12-2020
447991,Bia Cavassa,PSDB,TELEFONIA,,"0,39",,25-12-2020
447992,Bia Cavassa,PSDB,TELEFONIA,,"4,14",,25-12-2020
447993,Bia Cavassa,PSDB,TELEFONIA,,"9,81",,25-12-2020
447994,Bia Cavassa,PSDB,TELEFONIA,,"2,65",,25-12-2020
447995,Bia Cavassa,PSDB,TELEFONIA,,"1,98",,25-12-2020
447996,Bia Cavassa,PSDB,TELEFONIA,,"2,43",,25-12-2020
447997,Bia Cavassa,PSDB,TELEFONIA,,"4,51",,25-12-2020
447998,Bia Cavassa,PSDB,TELEFONIA,,"1,42",,25-12-2020
447999,Bia Cavassa,PSDB,TELEFONIA,,"4,02",,25-12-2020
448000,Bia Cavassa,PSDB,TELEFONIA,,"2,27",,25-12-2020
448001,Bia Cavassa,PSDB,TELEFONIA,,"1,53",,25-12-2020
448002,Bia Cavassa,PSDB,TELEFONIA,,"5,76",,25-12-2020
448003,Bia Cavassa,PSDB,SERVIÇOS POSTAIS,,"14,35",,21-02-2020
448004,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"350,0",CGR/BSB,25-11-2020
448005,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"350,0",BSB/CGR,18-02-2020
448006,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"311,47",BSB/CGR,25-11-2020
448007,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"768,57",BSB/CGR,05-02-2020
448008,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"350,0",CGR/BSB,19-02-2020
448009,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"592,06",CGR/BSB,19-02-2020
448010,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"829,85",CGB/BSB,20-02-2020
448011,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1213,57",BSB/CGR,05-02-2020
448012,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"437,06",CGR/BSB,19-02-2020
448013,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"463,06",CGR/BSB,25-11-2020
448014,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"536,57",BSB/CGR,05-02-2020
448015,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1225,57",BSB/CGR,05-02-2020
448016,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"303,57",BSB/CGR,05-02-2020
448017,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"300,06",CGR/BSB,19-02-2020
448018,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"350,0",BSB/CGR,25-11-2020
448019,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"869,63",CGR/BSB/CGR,25-06-2020
448020,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"350,0",BSB/CGR,25-11-2020
448021,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"886,06",CGR/BSB,12-02-2020
448022,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1225,57",BSB/CGR,05-02-2020
448023,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"325,0",BSB/CGR,05-02-2020
448024,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"350,0",BSB/BSB,25-11-2020
448025,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1514,06",CGR/BSB,17-01-2020
448026,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1329,57",BSB/CGR,05-02-2020
448027,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"617,06",CGR/GRU/BSB,05-02-2020
448028,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"712,06",CGR/GRU/BSB,05-02-2020
448029,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"617,06",CGR/GRU/BSB,05-02-2020
448030,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"859,57",BSB/CGR,05-02-2020
448031,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"739,57",BSB/CGR,05-02-2020
448032,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"859,57",BSB/CGR,05-02-2020
448033,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"739,57",BSB/CGR,05-02-2020
448034,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1754,57",BSB/CGR,12-02-2020
448035,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1467,57",BSB/CGR,18-03-2020
448036,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"2340,57",BSB/CGR,10-12-2020
448037,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"2340,57",BSB/CGR,10-12-2020
448038,Bia Cavassa,PSDB,PASSAGEM AÉREA - RPA,,"1734,06",CGR/BSB,10-12-2020
459795,Geraldo Resende,PSDB,TELEFONIA,,"0,26",,12-08-2021
459796,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"51,63",,11-02-2021
459797,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"39,62",,13-01-2021
459798,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"90,2",,14-06-2021
459799,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"182,76",,14-04-2021
459800,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"72,0",,15-03-2021
459801,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"82,29",,15-07-2021
459802,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"80,66",,15-07-2021
459803,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"380,81",,11-01-2021
459804,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"419,01",,09-02-2021
459805,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"647,57",,11-03-2021
459806,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"364,82",,12-04-2021
459807,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"564,43",,12-05-2021
459808,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"405,14",,14-06-2021
459809,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"278,55",,27-07-2021
459810,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"13,23",,27-07-2021
459811,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,29-01-2021
459812,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,26-02-2021
459813,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2480,0",,31-03-2021
459814,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2700,0",,30-04-2021
459815,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2700,0",,31-05-2021
459816,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2700,0",,30-06-2021
459817,Vander Loubet,PT,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,"2700,0",,29-07-2021
459818,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,05-08-2021
459819,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,29-07-2021
459820,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,10-05-2021
459821,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"241,75",,02-07-2021
459822,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"185,36",,23-07-2021
459823,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"169,99",,12-02-2021
459824,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"215,31",,25-01-2021
459825,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"222,58",,27-05-2021
459826,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"190,03",,10-05-2021
459827,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"324,02",,29-04-2021
459828,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"206,6",,13-01-2021
459829,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"228,83",,11-02-2021
459830,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"195,01",,09-07-2021
459831,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"120,0",,15-01-2021
459832,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"91,59",,21-07-2021
459833,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"230,02",,26-01-2021
459834,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"171,26",,09-07-2021
459835,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"156,19",,18-02-2021
459836,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"171,26",,07-01-2021
459837,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"209,44",,12-03-2021
459838,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"246,41",,17-03-2021
459839,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"236,61",,22-03-2021
459840,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"201,63",,24-03-2021
459841,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"193,2",,09-04-2021
459842,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,19-04-2021
459843,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"205,95",,24-04-2021
459844,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"96,41",,14-01-2021
459845,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"238,91",,27-04-2021
459846,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"198,31",,07-05-2021
459847,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"249,88",,07-05-2021
459848,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"190,03",,10-05-2021
459849,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"250,03",,19-05-2021
459850,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"228,32",,04-06-2021
459851,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"202,32",,11-06-2021
459852,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"195,73",,18-06-2021
459853,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"193,73",,25-06-2021
459854,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"180,07",,05-07-2021
459855,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"216,79",,16-07-2021
459856,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"222,8",,30-07-2021
459857,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"231,06",,26-04-2021
459858,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"197,85",,19-07-2021
459859,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"137,74",,16-01-2021
459860,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"253,43",,31-05-2021
459861,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"246,23",,12-07-2021
459862,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"301,3",,14-07-2021
459863,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"50,0",,28-07-2021
459864,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"50,0",,02-08-2021
459865,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,21-01-2021
459866,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,08-02-2021
459867,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"238,74",,09-03-2021
459868,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,08-04-2021
459869,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"160,08",,12-02-2021
459870,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"203,0",,14-01-2021
459871,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"187,58",,07-02-2021
459872,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"203,04",,11-01-2021
459873,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"230,04",,18-03-2021
459874,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"89,07",,29-06-2021
459875,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"99,68",,17-01-2021
459876,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"270,08",,21-05-2021
459877,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"270,95",,15-03-2021
459878,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"130,0",,14-05-2021
459879,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"265,02",,15-05-2021
459880,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"130,6",,19-06-2021
459881,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"291,06",,20-06-2021
459882,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"235,02",,03-07-2021
459883,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"180,03",,04-07-2021
459884,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"150,0",,16-07-2021
459885,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"176,25",,29-07-2021
459886,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,07-08-2021
459887,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"194,75",,30-05-2021
459888,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"86,06",,16-01-2021
459889,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"235,08",,30-04-2021
459890,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"225,05",,29-06-2021
459891,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"222,95",,30-04-2021
459892,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"210,29",,06-08-2021
459893,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"182,88",,01-07-2021
459894,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"225,57",,03-08-2021
459895,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"210,27",,20-01-2021
459896,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"309,95",,31-05-2021
459897,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"294,93",,21-07-2021
459898,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"265,06",,19-07-2021
459899,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,04-07-2021
459900,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"81,63",,16-07-2021
459901,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"245,78",,08-06-2021
459902,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"242,34",,13-06-2021
459903,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"247,16",,03-08-2021
459904,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"146,0",,26-05-2021
459905,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"80,0",,26-05-2021
459906,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"50,0",,02-06-2021
459907,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"275,59",,03-06-2021
459908,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"120,0",,19-06-2021
459909,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,23-06-2021
459910,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"282,32",,06-08-2021
459911,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,02-08-2021
459912,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"265,41",,10-07-2021
459913,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,07-02-2021
459914,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"194,05",,12-03-2021
459915,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"261,46",,17-04-2021
459916,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,27-06-2021
459917,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"257,19",,14-05-2021
459918,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"325,62",,14-05-2021
459919,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"266,31",,19-03-2021
459920,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"249,9",,22-05-2021
459921,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"152,46",,29-06-2021
459922,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"276,29",,15-03-2021
459923,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,02-08-2021
459924,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"163,09",,14-05-2021
459925,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"100,0",,22-01-2021
459926,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"240,13",,19-03-2021
459927,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"194,32",,09-08-2021
459928,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"262,37",,19-05-2021
459929,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"120,0",,27-06-2021
459930,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"240,0",,21-07-2021
459931,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"162,01",,13-07-2021
459932,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"242,55",,06-08-2021
459933,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"154,02",,07-08-2021
459934,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"254,91",,30-05-2021
459935,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"263,13",,19-05-2021
459936,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"190,03",,20-05-2021
459937,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"215,69",,29-07-2021
459938,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"184,98",,15-01-2021
459939,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"180,0",,26-06-2021
459940,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"200,0",,22-07-2021
459941,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"160,04",,22-07-2021
459942,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"196,77",,30-04-2021
459943,Vander Loubet,PT,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,"204,68",,27-05-2021
